count,Authors,Author full names,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
12,"L., Lanteri, Luca; C., Pinto, Cecilia; G., Palandri, Giovanni; C., Cima, Chantal; M., Dei, Matteo; G., Rélini, Giulio; L., Orsi-Relini, Lidia; F., Garibaldi, Fulvio","Lanteri, Luca (57189221754); Pinto, Cecilia (56197862500); Palandri, Giovanni (12782355400); Cima, Chantal (36243100700); Dei, Matteo (59642397100); Rélini, Giulio (55883028800); Orsi-Relini, Lidia (55883462400); Garibaldi, Fulvio (7006836979)",57189221754; 56197862500; 12782355400; 36243100700; 59642397100; 55883028800; 55883462400; 7006836979,Mesopelagic Fish Biodiversity in the Ligurian Cetacean Sanctuary,2025,Diversity,17,2,97,,,0,0,10.3390/d17020097,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85218621364&doi=10.3390%2Fd17020097&partnerID=40&md5=14e792302d41367014654437ef326755,Article,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-85218621364
13,"K.I., Kremer, Kira Izabela; W., Hagen, Wilhelm; D., Oesterwind, Daniel; S.E., Duncan, Sabrina E.; M., Bode-Dalby, Maya; S., Dorschner, Sabrina; T., Dudeck, Tim; A.F., Sell, Anne F.","Kremer, Kira Izabela (59209185500); Hagen, Wilhelm (56273786900); Oesterwind, Daniel (36144445000); Duncan, Sabrina E. (57210958585); Bode-Dalby, Maya (55621641200); Dorschner, Sabrina (57222488097); Dudeck, Tim (57195054361); Sell, Anne F. (7005248566)",59209185500; 56273786900; 36144445000; 57210958585; 55621641200; 57222488097; 57195054361; 7005248566,"Trophic ecology of squids in the Benguela Upwelling System elucidated by combining stomach content, stable isotope and fatty acid analyses",2025,Marine Biology,172,2,32,,,0,0,10.1007/s00227-024-04592-2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85217470441&doi=10.1007%2Fs00227-024-04592-2&partnerID=40&md5=4813f1e362bf406f0e274460414349a7,Article,Final,All Open Access; Hybrid Gold Open Access,Scopus,2-s2.0-85217470441
14,"N., Kokubun, Nobuo; K., Hamabe, Kohei; N., Yamada, Nodoka; H., Sasaki, Hiroko; B., Nishizawa, Bungo; Y., Watanuki, Yutaka; H., Murase, Hiroto","Kokubun, Nobuo (24537606300); Hamabe, Kohei (58106534900); Yamada, Nodoka (57219993348); Sasaki, Hiroko (53871943300); Nishizawa, Bungo (56001453300); Watanuki, Yutaka (7006026177); Murase, Hiroto (16025181600)",24537606300; 58106534900; 57219993348; 53871943300; 56001453300; 7006026177; 16025181600,Abundance and estimated food consumption of seabirds in the pelagic ecosystem in the eastern Indian sector of the Southern Ocean,2025,Progress in Oceanography,231,,103385,,,0,3,10.1016/j.pocean.2024.103385,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85214253122&doi=10.1016%2Fj.pocean.2024.103385&partnerID=40&md5=f203cfe2cf88c609f36040a21c7af61c,Article,Final,,Scopus,2-s2.0-85214253122
15,"P., Koubbi, Philippe; M., Vacchi, Marino; V., Djian, Valentin; A., Walters, Andrea; B., Serandour, Baptiste; E., Tavernier, Eric","Koubbi, Philippe (56087737900); Vacchi, Marino (36930191000); Djian, Valentin (59924718400); Walters, Andrea (56150700900); Serandour, Baptiste (58195143800); Tavernier, Eric (35197324900)",56087737900; 36930191000; 59924718400; 56150700900; 58195143800; 35197324900,Atlas of Myctophids from the Southern Indian Ocean and around the subantarctic islands of Crozet and Kerguelen,2025,CCAMLR Science,25,,,57,72,0,0,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105008581545&partnerID=40&md5=47542fe16df07c8df1b1311e363e6305,Article,Final,,Scopus,2-s2.0-105008581545
16,"E., García-Seoane, Eva; J., Cruz, Joana; S., Garrido, Susana; W., Melle, Webjørn","García-Seoane, Eva (55755182400); Cruz, Joana (57194288680); Garrido, Susana (22950477700); Melle, Webjørn (6602140240)",55755182400; 57194288680; 22950477700; 6602140240,Diet and feeding strategies of myctophids in the Northeast Atlantic,2025,Marine Ecology Progress Series,762,,,65,85,0,0,10.3354/meps14863,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105008385027&doi=10.3354%2Fmeps14863&partnerID=40&md5=adec93ac84eb533a6b164835dd714cbd,Article,Final,,Scopus,2-s2.0-105008385027
17,"D.C., Fraleigh, Devin C.; D.P., Costa, Daniel P.; J., Cabrol, Jory; B.I., McDonald, Birgitte I.; D.E., Crocker, Daniel E.; A.H., Fleming, Alyson H.; M.E., Goebel, Michael E.; L.A., Hückstädt, Luis A.","Fraleigh, Devin C. (57245536700); Costa, Daniel P. (24346625300); Cabrol, Jory (55754208200); McDonald, Birgitte I. (12041597000); Crocker, Daniel E. (7005955706); Fleming, Alyson H. (57033610100); Goebel, Michael E. (7005827753); Hückstädt, Luis A. (6506995716)",57245536700; 24346625300; 55754208200; 12041597000; 7005955706; 57033610100; 7005827753; 6506995716,Intra-annual consistent diet of lanternfish and krill in adult female southern elephant seals Mirounga leonina from the South Georgia population,2025,Marine Ecology Progress Series,753,,,175,189,0,0,10.3354/meps14768,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105000551380&doi=10.3354%2Fmeps14768&partnerID=40&md5=b42e47b768a371f617d72f328e130c1a,Article,Final,,Scopus,2-s2.0-105000551380
18,"Y., Gong, Yi; Q., Wang, Qian; Y., Xiang, Yan; B., Liu, Bilin; X., CHEN, Xinjun; Y., Zhang, Yandong","Gong, Yi (55914836200); Wang, Qian (57209217213); Xiang, Yan (59224343700); Liu, Bilin (23492948400); CHEN, Xinjun (23491495500); Zhang, Yandong (59319671000)",55914836200; 57209217213; 59224343700; 23492948400; 23491495500; 59319671000,Invisible threat to mesopelagic fish: Microplastics and artificial cellulose particles in bigfin lanternfish Symbolophorus californiensis from the Northwest Pacific Ocean,2024,Regional Studies in Marine Science,78,,103799,,,0,2,10.1016/j.rsma.2024.103799,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203423685&doi=10.1016%2Fj.rsma.2024.103799&partnerID=40&md5=b8078c38b5b2163fc306e006d85adeb3,Article,Final,,Scopus,2-s2.0-85203423685
19,"C., Turco, Cristina; L., Sion, Letizia; G., Galasso, Gabriele; G.D., D’Onghia, Gianfranco D.; F., Capezzuto, Francesca","Turco, Cristina (57999737500); Sion, Letizia (8300734800); Galasso, Gabriele (59732390300); D’Onghia, Gianfranco D. (57350823100); Capezzuto, Francesca (8290828200)",57999737500; 8300734800; 59732390300; 57350823100; 8290828200,"Preliminary Ecological Data on the Cocco's Lanternfish Lobianchia gemellarii (Cocco, 1838) (Osteichthyes: Myctophidae) in Mediterranean With New Records in the Northern Ionian Sea",2024,Ecology and Evolution,14,12,e70731,,,0,0,10.1002/ece3.70731,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85212869877&doi=10.1002%2Fece3.70731&partnerID=40&md5=3ec1aa9288bd98b4f54a1294a735b7e0,Article,Final,All Open Access; Gold Open Access; Green Final Open Access; Green Open Access,Scopus,2-s2.0-85212869877
20,"D.W., Stevens, Darren W.; H.E., Braid, Heather Elizabeth; L., Meynier, Laureline; P.C., Escobar-Flores, Pablo Christian; M.H., Pinkerton, Matthew Harry; D.H., Hopcroft, Douglas H.; Y., He, Yanyu; Y., Chérel, Yves","Stevens, Darren W. (7401571955); Braid, Heather Elizabeth (26632891800); Meynier, Laureline (23768464100); Escobar-Flores, Pablo Christian (55861813600); Pinkerton, Matthew Harry (7003793212); Hopcroft, Douglas H. (6603608131); He, Yanyu (59377244300); Chérel, Yves (7006288139)",7401571955; 26632891800; 23768464100; 55861813600; 7003793212; 6603608131; 59377244300; 7006288139,A guide to the otoliths of Southern Ocean lanternfishes (Myctophidae),2024,Polar Biology,47,12,,1543,1558,0,0,10.1007/s00300-024-03312-2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85207003996&doi=10.1007%2Fs00300-024-03312-2&partnerID=40&md5=870d9b61d1b83cacd312a619237859b1,Article,Final,All Open Access; Hybrid Gold Open Access,Scopus,2-s2.0-85207003996
21,"A.L., Van Der Reis, Aimee L.; R., O'Rorke, Richard; M.P., Olivar, M. Pilar; L.E., Beckley, Lynnath E.; A.G., Jeffs, Andrew G.","Van Der Reis, Aimee L. (57204137633); O'Rorke, Richard (54417780600); Olivar, M. Pilar (6701404333); Beckley, Lynnath E. (7004088439); Jeffs, Andrew G. (7005578010)",57204137633; 54417780600; 6701404333; 7004088439; 7005578010,Insight into the diet of early stages of mesopelagic fishes in the Indian Ocean using DNA metabarcoding,2024,Deep-Sea Research Part II: Topical Studies in Oceanography,218,,105426,,,0,2,10.1016/j.dsr2.2024.105426,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85205387427&doi=10.1016%2Fj.dsr2.2024.105426&partnerID=40&md5=94b74c61d4248c43c39b06223d3610a8,Article,Final,All Open Access; Hybrid Gold Open Access,Scopus,2-s2.0-85205387427
22,"P., Eskuche-Keith, Patrick; S.L., Hill, Simeon L.; L.L., López-Ĺopez, Lucía L.; B., Rosenbaum, Benjamin; R.A., Saunders, Ryan Alexander; G.A., Tarling, Geraint Andrew; E.J., O'Gorman, Eoin J.","Eskuche-Keith, Patrick (58084176000); Hill, Simeon L. (7402766117); López-Ĺopez, Lucía L. (49863862000); Rosenbaum, Benjamin (57205568138); Saunders, Ryan Alexander (36723452800); Tarling, Geraint Andrew (6603871534); O'Gorman, Eoin J. (25823164400)",58084176000; 7402766117; 49863862000; 57205568138; 36723452800; 6603871534; 25823164400,Temperature alters the predator-prey size relationships and size-selectivity of Southern Ocean fish,2024,Nature Communications,15,1,3979,,,0,3,10.1038/s41467-024-48279-0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85192880148&doi=10.1038%2Fs41467-024-48279-0&partnerID=40&md5=23e4a370d365f1fb0b4419da5eca3cdc,Article,Final,All Open Access; Gold Open Access; Green Final Open Access; Green Open Access,Scopus,2-s2.0-85192880148
23,"G.C., Troina, Genyffer Cibele; E.A., Pakhomov, Evgeny A.; L.A., Weitkamp, Laurie A.; A.A., Somov, A. A.; B.P.V., Hunt, Brian P.V.","Troina, Genyffer Cibele (57188845904); Pakhomov, Evgeny A. (7006796484); Weitkamp, Laurie A. (9269643900); Somov, A. A. (55984256700); Hunt, Brian P.V. (7201600414)",57188845904; 7006796484; 9269643900; 55984256700; 7201600414,The Hunger Games: Stable Isotopes Indicate Winter Inter-Guild Competition for Resources by Marine Meso-Predators in the Sub-Arctic North Pacific,2024,Ecology and Evolution,14,11,e70535,,,0,2,10.1002/ece3.70535,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85210435281&doi=10.1002%2Fece3.70535&partnerID=40&md5=d757bf0054db4a790a49eecc50576453,Article,Final,All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access,Scopus,2-s2.0-85210435281
24,"A.M., Azad, Atabak Mahjour; L.S., Myrmel, Lene Secher; M., Wiech, Martin; O.J., Nøstbakken, Ole Jakob; E., Fjaere, Even; A.K., Lundebye, Anne Katrine; Q.T., Ho, Quang Tri; L., Madsen, Lise","Azad, Atabak Mahjour (57204558548); Myrmel, Lene Secher (55204587100); Wiech, Martin (57192554369); Nøstbakken, Ole Jakob (49963997100); Fjaere, Even (36449768900); Lundebye, Anne Katrine (6701639022); Ho, Quang Tri (58707002200); Madsen, Lise (7103306572)",57204558548; 55204587100; 57192554369; 49963997100; 36449768900; 6701639022; 58707002200; 7103306572,"Are mesopelagic organisms nutritious food? Impact on metabolism, availability of nutrients, and contaminants from dietary intervention in C57BL/6J mice model",2024,Food Frontiers,5,6,,2737,2755,0,1,10.1002/fft2.480,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203977374&doi=10.1002%2Ffft2.480&partnerID=40&md5=3573bf1bfa031b091db99f5144323b66,Article,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-85203977374
25,"Y., Dai, Yanhui; G., Tian, Guopeng; H., Wang, Hao; H., Yuan, Hanyu; G., Song, Guodong; Z., Honghai, Zhang; X., Liu, Xia; T., Yue, Tongtao; J., Zhao, Jian; Z., Wang, Zhenyu","Dai, Yanhui (55637942900); Tian, Guopeng (59179550300); Wang, Hao (57220949762); Yuan, Hanyu (58915485600); Song, Guodong (55561759300); Honghai, Zhang (46062680700); Liu, Xia (57200657191); Yue, Tongtao (37087907200); Zhao, Jian (57211735911); Wang, Zhenyu (58325483400)",55637942900; 59179550300; 57220949762; 58915485600; 55561759300; 46062680700; 57200657191; 37087907200; 57211735911; 58325483400,Distribution and bioaccumulation of per- and polyfluoroalkyl substances (PFASs) in the Kuroshio Extension region of Northwest Pacific Ocean,2024,Water Research,265,,122256,,,0,12,10.1016/j.watres.2024.122256,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85201778597&doi=10.1016%2Fj.watres.2024.122256&partnerID=40&md5=1f62a8ad50233db6ca8acee158a1ec38,Article,Final,,Scopus,2-s2.0-85201778597
26,"B., Zhang, Bowen; H.R., Pethybridge, Heidi R.; C.A., Sutton, Caroline A.; P., Virtue, Patti; Y., Li, Yunkai","Zhang, Bowen (57986151600); Pethybridge, Heidi R. (16425724700); Sutton, Caroline A. (56559495500); Virtue, Patti (6603704831); Li, Yunkai (35094207300)",57986151600; 16425724700; 56559495500; 6603704831; 35094207300,Total mercury concentrations in Tasman Sea mesopelagic fish: Exploring biotic and abiotic drivers,2024,Marine Pollution Bulletin,206,,116676,,,0,3,10.1016/j.marpolbul.2024.116676,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85198009542&doi=10.1016%2Fj.marpolbul.2024.116676&partnerID=40&md5=9400610e86680fcabab955c8fae1d0df,Article,Final,All Open Access; Hybrid Gold Open Access,Scopus,2-s2.0-85198009542
27,"M.C., Silva, Mónica C.; P., Catry, Paulo; J., Newton, Jason; V.L., Nunes, Vera L.; E.D., Wakefield, Ewan D.","Silva, Mónica C. (7403410354); Catry, Paulo (7003725276); Newton, Jason (57102626400); Nunes, Vera L. (22985805900); Wakefield, Ewan D. (35086832900)",7403410354; 7003725276; 57102626400; 22985805900; 35086832900,Diet of non-breeding leach’s storm-petrels (Hydrobates leucorhous) in the sub-polar frontal zone of the North Atlantic,2024,Marine Biology,171,8,148,,,0,0,10.1007/s00227-024-04469-4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85195957601&doi=10.1007%2Fs00227-024-04469-4&partnerID=40&md5=616795373c9dfd01ef40bd2332e21ffd,Article,Final,All Open Access; Green Accepted Open Access; Green Open Access; Hybrid Gold Open Access,Scopus,2-s2.0-85195957601
28,"J.R., de Santana, Jana Ribeiro; A.E.S.F., da Costa, Alejandro Esteweson Santos Faustino; M.F., Landaeta, Mauricio F.; P., de Oliveira Mafalda, Paulo; S.H., Schwamborn, S. H.L.; S., Neumann-Leitão, Sigrid; R., Schwamborn, Ralf; X., Irigoien, Xabier","de Santana, Jana Ribeiro (56485646700); da Costa, Alejandro Esteweson Santos Faustino (56485278900); Landaeta, Mauricio F. (6602519556); de Oliveira Mafalda, Paulo (59245124600); Schwamborn, S. H.L. (12785913000); Neumann-Leitão, Sigrid (6507005982); Schwamborn, Ralf (6602348920); Irigoien, Xabier (7003540025)",56485646700; 56485278900; 6602519556; 59245124600; 12785913000; 6507005982; 6602348920; 7003540025,Lanternfish larvae (Teleostei: Myctophidae) feeding ecology in the continental slope and off oceanic islands in the tropical Atlantic,2024,Journal of Plankton Research,46,4,,421,430,0,0,10.1093/plankt/fbae025,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85200395912&doi=10.1093%2Fplankt%2Ffbae025&partnerID=40&md5=89fad23d4b3898a93c437db1fd876e3d,Article,Final,,Scopus,2-s2.0-85200395912
29,"N., Badouvas, Nicholas; K., Tsagarakis, Konstantinos; S., Somarakis, Stylianos; P.K., Karachle, Paraskevi K.","Badouvas, Nicholas (57221046735); Tsagarakis, Konstantinos (24327915700); Somarakis, Stylianos (6701599775); Karachle, Paraskevi K. (24069099400)",57221046735; 24327915700; 6701599775; 24069099400,Feeding Habits and Prey Composition of Six Mesopelagic Fish Species from an Isolated Central Mediterranean Basin,2024,Fishes,9,7,277,,,0,4,10.3390/fishes9070277,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85199493144&doi=10.3390%2Ffishes9070277&partnerID=40&md5=f2273f2463dfee08bfd333acf59aa190,Article,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-85199493144
30,"Q., Wang, Qian; Y., Pei, Yaoye; Y., Xiang, Yan; Y., Gong, Yi; X., CHEN, Xinjun; Z., Li, Zexiang","Wang, Qian (57209217213); Pei, Yaoye (59224197700); Xiang, Yan (59224343700); Gong, Yi (55914836200); CHEN, Xinjun (23491495500); Li, Zexiang (59224939900)",57209217213; 59224197700; 59224343700; 55914836200; 23491495500; 59224939900,Characterization of microplastics pollution in the intestines of Notoscopelus resplendens and Symbolophorus californiensis from the Northwest Pacific Ocean; 西北太平洋闪光背灯鱼和加利福尼亚标灯鱼肠道微塑料污染特征,2024,Journal of Shanghai Ocean University,33,4,,938,945,0,0,10.12024/jsou.20240404522,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85198949546&doi=10.12024%2Fjsou.20240404522&partnerID=40&md5=574252852674e9ee234b037cb3d62b6e,Article,Final,,Scopus,2-s2.0-85198949546
31,"C., Zhang, Chi; H., Guo, Huilin","Zhang, Chi (55623051100); Guo, Huilin (57873945300)",55623051100; 57873945300,"Age, growth and feeding habit of Watases lanternfish Diaphus watasei (Pisces: Myctophidae) in the East China Sea",2024,Fisheries Science,90,4,,555,564,0,1,10.1007/s12562-024-01796-9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85195395289&doi=10.1007%2Fs12562-024-01796-9&partnerID=40&md5=7c0267e340b0f7a7cb5500b04d5246a1,Article,Final,,Scopus,2-s2.0-85195395289
32,"L.F., Dos Santos, Leandro Ferreira; A.I., Pontes, Alany Itala; D.B.S.M., Nunes, Denis Bruno Santos Marques; M.C.L., Farias, Maria Carolina Lima; D.M., Dos Santos, Diógenes Meneses; U.P., Jacobina, Uedson Pereira","Dos Santos, Leandro Ferreira (58896045600); Pontes, Alany Itala (58199534600); Nunes, Denis Bruno Santos Marques (57215102908); Farias, Maria Carolina Lima (58509499800); Dos Santos, Diógenes Meneses (58896045700); Jacobina, Uedson Pereira (35095279600)",58896045600; 58199534600; 57215102908; 58509499800; 58896045700; 35095279600,"Seven Species in One? DNA Barcoding Reveals High Cryptic Diversity in Ceratoscopelus warmingii (Myctophiformes, Myctophidae) a Circumglobal Mesopelagic Species",2024,Thalassas,40,2,,1031,1040,0,4,10.1007/s41208-024-00689-z,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85185466283&doi=10.1007%2Fs41208-024-00689-z&partnerID=40&md5=9408af6a37894c9527ab9884271a2db1,Article,Final,,Scopus,2-s2.0-85185466283
33,"M., Duan, Mi; C., Zhang, Chi; Y., Luo, Yanping; L., Gao, Libao; G., Liu, Guankui; C., Liu, Chunlin; Y., Sun, Yongming; J., Li, Jianchao; S., Ma, Shuyang; W., Zhang, Wenchao","Duan, Mi (57203949142); Zhang, Chi (55623051100); Luo, Yanping (57870051300); Gao, Libao (56428309700); Liu, Guankui (57580789700); Liu, Chunlin (57396660700); Sun, Yongming (58236613000); Li, Jianchao (56640276500); Ma, Shuyang (57200709216); Zhang, Wenchao (59063300200)",57203949142; 55623051100; 57870051300; 56428309700; 57580789700; 57396660700; 58236613000; 56640276500; 57200709216; 59063300200,"The feeding strategies of the antarctic lanternfish electrona antarctica (pisces: myctophidae) in the amundsen and cosmonaut seas (southern ocean), assessed with a classification tree analysis",2024,Polar Biology,47,5,,515,532,0,2,10.1007/s00300-024-03249-6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85191479174&doi=10.1007%2Fs00300-024-03249-6&partnerID=40&md5=fce19ba3085d84ca0345ff72fe09312d,Article,Final,,Scopus,2-s2.0-85191479174
34,"Y., Gong, Yuyan; J., Zhang, Jun; Y., Yang, Yutao; Y.E., Jiang, Yan'e E.; S., Zhang, Shuai; H., Tian, Han; Z., Chen, Zuozhi","Gong, Yuyan (57194521424); Zhang, Jun (55935247600); Yang, Yutao (57204150225); Jiang, Yan'e E. (57877593400); Zhang, Shuai (57268302900); Tian, Han (57876642800); Chen, Zuozhi (8511903000)",57194521424; 55935247600; 57204150225; 57877593400; 57268302900; 57876642800; 8511903000,Feeding ecology of the short-headed lanternfish Diaphus brachycephalus and Warming's lanternfish Ceratoscopelus warmingii (Myctophidae) in the South China Sea,2024,Journal of Fish Biology,104,5,,1308,1325,0,2,10.1111/jfb.15673,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85184206448&doi=10.1111%2Fjfb.15673&partnerID=40&md5=0eeb4952f012951f764da228c7e50530,Article,Final,,Scopus,2-s2.0-85184206448
35,"D., Cicala, Davide; A., Sbrana, Alice; T., Valente, Tommaso; D., Berto, Daniela; F., Rampazzo, Federico; M.F., Gravina, Maria Flavia; G., Maiello, Giulia; T., Russo, Tommaso","Cicala, Davide (57195376870); Sbrana, Alice (57209877901); Valente, Tommaso (57209890501); Berto, Daniela (9746048000); Rampazzo, Federico (26040940900); Gravina, Maria Flavia (6601953999); Maiello, Giulia (57221344503); Russo, Tommaso (55444853500)",57195376870; 57209877901; 57209890501; 9746048000; 26040940900; 6601953999; 57221344503; 55444853500,Trophic niche overlap of deep-sea fish species revealed by the combined approach of stomach contents and stable isotopes analysis in the Central Tyrrhenian Sea,2024,Deep-Sea Research Part I: Oceanographic Research Papers,206,,104281,,,0,3,10.1016/j.dsr.2024.104281,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85188433722&doi=10.1016%2Fj.dsr.2024.104281&partnerID=40&md5=210a8a000d3669dfdf6b4c852756554a,Article,Final,,Scopus,2-s2.0-85188433722
36,"É., Brisson-Curadeau, Émile; C.A., Bost, Charles André; Y., Chérel, Yves; K.H., Elliott, Kyle H.","Brisson-Curadeau, Émile (57197716455); Bost, Charles André (7004165590); Chérel, Yves (7006288139); Elliott, Kyle H. (58584300000)",57197716455; 7004165590; 7006288139; 58584300000,King Penguins adjust foraging effort rather than diet when faced with poor foraging conditions,2024,Ibis,166,2,,723,731,0,5,10.1111/ibi.13287,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85176811860&doi=10.1111%2Fibi.13287&partnerID=40&md5=7c5a562e8740b8b7365cfb8939b98645,Article,Final,All Open Access; Green Accepted Open Access; Green Open Access,Scopus,2-s2.0-85176811860
37,"L., Loutrage, Liz; A., Brind'Amour, Anik; T., Chouvelon, Tiphaine; J., Spitz, Jérôme","Loutrage, Liz (58353343300); Brind'Amour, Anik (6603468815); Chouvelon, Tiphaine (24479668100); Spitz, Jérôme (16025487800)",58353343300; 6603468815; 24479668100; 16025487800,Ontogenetic shift or not? Different foraging trade-offs within the meso- to bathypelagic fish community,2024,Ecology and Evolution,14,3,e11129,,,0,10,10.1002/ece3.11129,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85188286735&doi=10.1002%2Fece3.11129&partnerID=40&md5=b89fc6bc10f5a1f60cce6a3367ef237a,Article,Final,All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access,Scopus,2-s2.0-85188286735
38,"M., Vasiliadis, Michaelis; J.J., Freer, Jennifer J.; M.A., Collins, Martin A.; A.C., Cleary, Alison C.","Vasiliadis, Michaelis (58879225700); Freer, Jennifer J. (57194944888); Collins, Martin A. (7404083794); Cleary, Alison C. (55241522400)",58879225700; 57194944888; 7404083794; 55241522400,Assessing the trophic ecology of Southern Ocean Myctophidae: the added value of DNA metabarcoding,2024,Canadian Journal of Fisheries and Aquatic Sciences,81,2,,166,177,0,8,10.1139/cjfas-2023-0079,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85184696476&doi=10.1139%2Fcjfas-2023-0079&partnerID=40&md5=06aba9fad27db982d7bf42979ab2a7a0,Article,Final,,Scopus,2-s2.0-85184696476
39,"M.B., Ruiz, Micaela Belen; R.A., Saunders, Ryan Alexander; G.A., Tarling, Geraint Andrew; A., Murray, Ayla; F., Leese, Florian; C., Havermans, Charlotte","Ruiz, Micaela Belen (57208393121); Saunders, Ryan Alexander (36723452800); Tarling, Geraint Andrew (6603871534); Murray, Ayla (58515209900); Leese, Florian (7801416655); Havermans, Charlotte (22835251700)",57208393121; 36723452800; 6603871534; 58515209900; 7801416655; 22835251700,The secret meal of Antarctic mesopelagic fish (Myctophidae: Electrona) revealed by multi-marker metabarcoding,2024,Frontiers in Marine Science,11,,1474424,,,0,0,10.3389/fmars.2024.1474424,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85212092511&doi=10.3389%2Ffmars.2024.1474424&partnerID=40&md5=b877b3da1a124dad46770c0d77860c7c,Article,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-85212092511
40,"O.C., Boisen, Olivia C.; R.D., Brodeur, Richard D.; S.M., Brander, Susanne M.; S.A., Heppell, Scott A.","Boisen, Olivia C. (59253017100); Brodeur, Richard D. (7005433773); Brander, Susanne M. (6506139439); Heppell, Scott A. (6701541196)",59253017100; 7005433773; 6506139439; 6701541196,Spatial patterns of microparticle ingestion by myctophids near a major river mouth in the northeast Pacific Ocean,2024,Frontiers in Marine Science,11,,1426136,,,0,1,10.3389/fmars.2024.1426136,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85202690684&doi=10.3389%2Ffmars.2024.1426136&partnerID=40&md5=fc3bc7c8fe9296f2ac198280dbafc223,Article,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-85202690684
41,"S., Azumi, Sarara; J.B., Thiebot, Jean Baptiste; A., Takahashi, Akinori; J., Okado, Jumpei; N., Nagatani, Nao; Y., Niizuma, Yasuaki; M., Moteki, Masato; Y., Watanuki, Yutaka","Azumi, Sarara (58439702300); Thiebot, Jean Baptiste (35199127600); Takahashi, Akinori (7402798902); Okado, Jumpei (57211849461); Nagatani, Nao (58574227300); Niizuma, Yasuaki (55987211700); Moteki, Masato (55939818400); Watanuki, Yutaka (7006026177)",58439702300; 35199127600; 7402798902; 57211849461; 58574227300; 55987211700; 55939818400; 7006026177,Stomach contents and stable isotope analysis reveal Antarctic prey in short-tailed shearwaters sampled at sea,2024,Journal of Ornithology,165,1,,263,267,0,0,10.1007/s10336-023-02109-0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85170848402&doi=10.1007%2Fs10336-023-02109-0&partnerID=40&md5=0bfe0089bc35d24ecd433a6537e9006c,Article,Final,,Scopus,2-s2.0-85170848402
42,"C., Sassa, Chiyuki; Y., Suzuki, Yuya; T., Toyama, Taichiro; M., Saito, Mami","Sassa, Chiyuki (6603060140); Suzuki, Yuya (58722017100); Toyama, Taichiro (58194282400); Saito, Mami (58723070200)",6603060140; 58722017100; 58194282400; 58723070200,"Morphological characteristics, molecular species validation and spatio-temporal distribution of myctophid eggs off the Pacific coast of northeastern Japan",2023,Deep-Sea Research Part I: Oceanographic Research Papers,202,,104193,,,0,0,10.1016/j.dsr.2023.104193,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85177821305&doi=10.1016%2Fj.dsr.2023.104193&partnerID=40&md5=777bce1da1670d29abeff3a0ab2237dc,Article,Final,,Scopus,2-s2.0-85177821305
43,"Y., Chérel, Yves; S.M., Waugh, Susan Mary","Chérel, Yves (7006288139); Waugh, Susan Mary (57223431939)",7006288139; 57223431939,Dietary evidence of trophic segregation between Campbell albatross Thalassarche impavida and grey-headed albatross T. chrysostoma at subantarctic Campbell Island,2023,Marine Biology,170,10,126,,,0,3,10.1007/s00227-023-04267-4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85169554724&doi=10.1007%2Fs00227-023-04267-4&partnerID=40&md5=aefccd7587ba482fa0018cff8a2b8e78,Article,Final,,Scopus,2-s2.0-85169554724
